category,name,url,imagePath,comment,score,reviewCount,kind,alcoholDegree,capacity,tastePoint,foodsPoint,specialPoint,foods,sweetFlavor,sourFlavor,bodyFlavor,carbonicFlavor,tanninFlavor
"takju","벗이랑 강황","https://www.sooldamhwa.com/damhwaMarket/detail/1070","images/takju_68.jpg","강황이 들어간 가볍고 부드러운 막걸리",4.5,4,"탁주","12%","500ml","가벼운 목 넘김과 쌉쌀한 여운을 가진 막걸리","시원한 조개 국물 요리와 함께 해보세요","카레의 핵심 재료 중 하나인 강황이 들어간 삼양주","바지락 칼국수,조개찜,봉골레 파스타",3,3,4,0,3
"takju","볼 빨간 막걸리 10%","https://www.sooldamhwa.com/damhwaMarket/detail/1237","images/takju_69.jpg","자꾸 들이켜다 보면 금세 볼이 빨개질 거예요~",4.7,3,"탁주","10.00%","500ml","누룩의 구수한 풍미를 가득 담은 막걸리","입안 가득 풍미를 채워줄 음식과 함께해 보세요","부산 찹쌀로 만든 이양주 방식의 술","맥앤치즈,돼지국밥,닭곰탕",2,4,4,0,1
"takju","수제 탁주 바랑","https://www.sooldamhwa.com/damhwaMarket/detail/189","images/takju_70.jpg","안동의 양반집안에서 만들어지는 새콤달콤 삼양주",4.3,3,"탁주","15.00%","375ml","은은한 산미와 녹아드는 단맛의 조화","간이 센 음식들과 함께하기 좋아요","100일동안 만들어지는 생쌀 발효 탁주","족발,불고기,주꾸미 볶음",4,4,3,0,2
"takju","감천 막걸리","https://www.sooldamhwa.com/damhwaMarket/detail/1410","images/takju_71.jpg","부산 감천문화마을 특구 사업을 위해 출시된 막걸리",5,3,"탁주","6%","750ml","식혜처럼 시원한 단맛을 갖고 있어요","매콤한 국물 요리와 드셔보세요","부산의 산토리니라고 불리는 감천문화마을 모습이 담겨있어요","해물 라면,돼지고기 김치찜,국물 떡볶이",3,2,4,0,1
"takju","오!미자씨 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1488","images/takju_72.jpg","오미자즙을 넣어 만든 봄여름 한정판매 막걸리",4.8,5,"탁주","7.8%","650ml","오미자의 싱그러운 새콤함이 입안을 가득 채워요","식전주로 가볍게 즐기기 좋아요","희양산막걸리에 오미자즙을 넣어 만든 막걸리","월남쌈,목살구이,치즈 감자전",1,4,3,0,2
"takju","금풍양조 막걸리 X 4병","https://www.sooldamhwa.com/damhwaMarket/detail/1239","images/takju_73.jpg","강화도에서 3대째 운영하는 양조장의 막걸리",5,2,"탁주","6.90%","750ml","목 넘김이 가볍고 여운이 구수한 막걸리","살짝 매콤하게 요리된 음식과 즐겨보세요","술의 도수에 양조장의 역사를 담았어요","메밀 전병,도토리묵 무침,두부김치",3,2,3,0,1
"takju","도봉산 막걸리 8% X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1295","images/takju_74.jpg","양조장에서 직접 띄운 분홍빛 도화곡으로 만든 막걸리!",5,3,"탁주","8.00%","500ml","담백함 뒤 생강 향의 화사한 마무리","입 안을 촉촉하게 만들어줄 수분감 있는 음식과 함께","직접 제조한 복숭아꽃 빛깔의 도화곡으로 만든 막걸리","바지락 술찜,수육,차돌박이 숙주 볶음",2,3,2,0,2
"takju","민주 포도 막걸리","https://www.sooldamhwa.com/damhwaMarket/detail/1440","images/takju_75.jpg","포천에서 재배한 쌀과 포도로 만든 부드러운 막걸리",5,1,"탁주","12%","500ml","생동감 넘치는 포도 향이 입안을 사로잡아요","레드 와인과 즐기는 고기 안주와 함께","포천에서 재배한 쌀과 포도로 만든 탁주","육포,항정살,등심 스테이크",2,2,2,0,3
"takju","민주 허브 막걸리","https://www.sooldamhwa.com/damhwaMarket/detail/1441","images/takju_76.jpg","세 가지 허브가 들어가 더욱 다채로운 풍미를 지닌 탁주",5,1,"탁주","14%","500ml","쑥 송편을 먹은 듯한 달콤씁쓸함","기름진 고기나 생선과 함께 해보세요","잉글리쉬 라벤더・로즈마리・레몬 버베나가 들어가요","고등어구이,양갈비 구이,뚝배기 불고기",3,3,3,0,4
"takju","냥이탁주 화이트 X 2병","https://www.sooldamhwa.com/damhwaMarket/detail/1404","images/takju_77.jpg","고양시에서 오직 쌀・물・누룩으로만 만드는 부드러운 막걸리",5,1,"탁주","10.5%","350ml","은은한 달콤함과 부드러운 산미를 지녔어요","야들야들하고 담백한 안주와 드셔보세요","가와지쌀・물・누룩으로만 만드는 순곡 삼양주","메밀소바,삼치구이,백순대 볶음",3,3,3,0,1
"takju","유톡자톡 X 3병","https://www.sooldamhwa.com/damhwaMarket/detail/1362","images/takju_78.jpg","유자 과즙이 들어가 더욱 상큼한 스파클링 막걸리",3.5,2,"탁주","6%","800ml","유자의 새콤함이 톡! 톡!","새콤한 소스를 푹 찍어 먹는 음식과 즐겨보세요","탄산 가스 주입 no! 천연 탄산이랍니다~","연어 스테이크,팟타이,꿔바로우",2,4,4,4,2
"takju","서촌막걸리 12%","https://www.sooldamhwa.com/damhwaMarket/detail/1470","images/takju_79.jpg","서촌에서부터 시작된 장기간 발효법으로 만든 단양주",0,0,"탁주","12%","500ml","짜릿한 산미 속 구수한 누룩 향을 갖춘 막걸리","기름진 음식과 드셔보세요","향을 살리기 위해 저온에서 3개월 동안 발효했어요","모듬전,후라이드 치킨,곱창",2,4,4,0,2
"takju","시그니처 나인 [1병/2병/6병]","https://www.sooldamhwa.com/damhwaMarket/detail/1397","images/takju_80.jpg","주니퍼베리・건포도・배즙을 넣고 두 번 발효한 수제 막걸리",0,0,"탁주","9%","375ml","가벼운 질감을 가진 새콤쌉쌀 막걸리","쌉쌀한 채소를 곁들인 음식과 함께 해보세요","주니퍼베리・건포도・배즙을 넣고 두 번 발효한 이양주예요","토마토샐러드,브루스케타,미나리 삼겹살",1,3,2,1,2
"takju","온지 오","https://www.sooldamhwa.com/damhwaMarket/detail/1491","images/takju_81.jpg","온지술도가만의 단양주 방식으로 빚은 오미자 막걸리",0,0,"탁주","10%","500ml","입안에 침을 절로 고이게 할 새콤한 풍미","단짠단짠을 능가할 신짠신짠","문경에서 재배한 건오미자로 오미자의 풍미를 끌어올려요","돼지갈비 찜,오코노미야끼,닭꼬치",1,3,4,0,3
"takju","너디 킥","https://www.sooldamhwa.com/damhwaMarket/detail/1376","images/takju_82.jpg","이 시대의 너드들을 위한 새콤한 막걸리",4.8,11,"탁주","5%","700ml","레몬즙을 한껏 짜서 넣은 듯 짜릿한 산미를 가진 술","새콤한 소스를 찍어 먹는 음식과 함께 해보세요","막걸리에 빠진 너드들의 도전을 담아 만든 술","골뱅이 소면 무침,냉채 족발,팟타이",2,4,3,0,1
"takju","대왕 산삼 생 막걸리 X 12병","https://www.sooldamhwa.com/damhwaMarket/detail/306","images/takju_83.jpg","야생산삼으로 빚은 산삼 생 막걸리",5,7,"탁주","6.00%","750ml","달콤하게 넘어가는 산삼 맛","매콤한 음식 혹은 향이 강한 음식과 즐겨보세요","직접 재배한 산삼과 백족산의 암반수로 빚은 술","마라샹궈,삼계탕,불고기",3,1,3,2,2
"takju","청남대 블루베리 생 막걸리 X 12병","https://www.sooldamhwa.com/damhwaMarket/detail/307","images/takju_84.jpg","블루베리의 분홍빛이 돋보이는 술",5,2,"탁주","6.00%","750ml","적당한 탄산감과 함께 느껴지는 새콤달콤한 맛","가벼운 안주와 즐겨보세요","직접 재배한 블루베리와 백족산의 암반수로 빚은 술","프로슈토,견과류,치즈 케이크",3,2,3,3,1
